timestep,group,average_knowledge,knowledge_std,weakest_category_avg,strongest_category_avg,knowledge_variance_avg,cumulative_correct,cumulative_incorrect,accuracy,category_0_knowledge,category_0_exposure,category_1_knowledge,category_1_exposure,category_2_knowledge,category_2_exposure,category_3_knowledge,category_3_exposure,category_4_knowledge,category_4_exposure,category_5_knowledge,category_5_exposure
7260,control,0.5592452719621999,0.12048846733445169,0.38924283211530947,0.7015260225797577,0.013003366787973269,403715,322285,0.5560812672176308,0.5507239185231527,120297,0.5487228613278643,121510,0.5690768468279191,121087,0.5666659820261115,120622,0.5606738047485283,121240,0.5596082183196234,121244
7270,control,0.5601266010090611,0.11944459463246254,0.39203587566458425,0.6989837131755601,0.012962401283924268,404275,322725,0.5560866574965612,0.54532414111183,120454,0.5467496645486846,121668,0.5676624835877518,121241,0.5741042438489554,120801,0.5654113102528825,121407,0.5615077627042617,121429
7280,control,0.5615214274089774,0.12406414878993564,0.3851087546070282,0.7068224542997367,0.014101968184321698,404853,323147,0.5561167582417582,0.5475425641024438,120632,0.5501582391522466,121827,0.563838384381132,121395,0.5786108278212577,120967,0.55699532407404,121566,0.5719832249227441,121613
7290,control,0.5596970230340181,0.1225251475249717,0.38353310870927926,0.7020262800653586,0.013787259124039783,405392,323608,0.5560932784636489,0.5513637959610506,120801,0.5564181077603858,122013,0.5620189831742485,121551,0.5764842995188006,121134,0.5511985520460347,121734,0.5606983997435901,121767
7300,control,0.5608844657389883,0.12104684587267418,0.38635910990431294,0.6998788074341857,0.013290446193307484,405958,324042,0.5561068493150685,0.5487917227337828,120969,0.5529283047876409,122173,0.5713977541642068,121722,0.5760402472645827,121301,0.5552632841245775,121901,0.5608854813591392,121934
7310,control,0.5631208615930176,0.12094354797401213,0.390489414344075,0.7061102637501786,0.013220380360740467,406538,324462,0.5561395348837209,0.5448512304775849,121122,0.5597758295247337,122356,0.5676935527875533,121882,0.5810075477248396,121476,0.5705355227473761,122078,0.5548614862960172,122086
7320,control,0.562466570558363,0.12225021850015723,0.38631354896846504,0.7037568901716064,0.013564744913011732,407095,324905,0.5561407103825137,0.5401210177977547,121289,0.5633586760619225,122517,0.564910594539683,122054,0.5801820740296776,121652,0.5737135264016406,122247,0.5525135345194999,122241
7330,control,0.5635507174287624,0.12344254380024341,0.38821593499061424,0.7065442022227857,0.01375318187895041,407667,325333,0.5561623465211459,0.546352488007036,121463,0.5668815455856219,122687,0.5692564283373087,122210,0.5758231518391661,121839,0.5798072185984058,122426,0.543183472205036,122375
7340,control,0.5649146581659488,0.12623006836226117,0.38566557137993657,0.7175279570479398,0.01444379505749897,408252,325748,0.5562016348773842,0.5482043074859342,121629,0.5620605653559896,122843,0.5704445429700872,122377,0.5761394983735224,122012,0.585496783476974,122607,0.5471422513331856,122532
7350,control,0.5650211686978569,0.12478023227115975,0.3851306364395598,0.7146217642377689,0.014128391019249469,408820,326180,0.5562176870748299,0.5435327635146262,121771,0.558607000120389,122997,0.5764288011998714,122553,0.574261190118991,122184,0.5830153532752241,122771,0.5542819039580389,122724
7360,control,0.5636499697095309,0.12481272901376524,0.38414229920630466,0.720394018755863,0.01412140412677087,409376,326624,0.5562173913043478,0.5447122061630589,121923,0.5647725588207843,123172,0.5735077163423937,122721,0.5669089202814737,122350,0.581658721441071,122950,0.5503396952084042,122884
7370,control,0.5620437946803114,0.1250779093787478,0.3811606702937619,0.7155533547609104,0.014342290559367019,409925,327075,0.5562075983717775,0.5387247353357854,122082,0.5600002807955384,123313,0.5807587819666906,122903,0.5594404022516349,122526,0.582336343520177,123112,0.551002224212042,123064
7380,control,0.5607377771381364,0.12549246094772673,0.3796107303209976,0.7104134237312373,0.0143924377742133,410476,327524,0.55620054200542,0.5455038877225836,122252,0.5654678894074293,123483,0.5820205702094253,123065,0.5500741502987279,122682,0.573441609340886,123275,0.5479185558497666,123243
7390,control,0.5604855896193196,0.12633149148803524,0.38006634769603187,0.7116124950230578,0.014663577459305448,411036,327964,0.5562056833558864,0.5550969849728458,122423,0.5573184066574955,123638,0.573137221015295,123222,0.5552369589629952,122860,0.5686432527637819,123427,0.5534807133435043,123430
7400,control,0.5602887273969891,0.12537670924679314,0.381313891766946,0.706824580022673,0.014236906568882757,411588,328412,0.5562,0.558852479661642,122589,0.5642429098859276,123815,0.567634802778162,123376,0.5482256917484072,123024,0.5720305739524401,123606,0.5507459063553548,123590
7410,control,0.5601104792337748,0.12228768519253538,0.3838702598243341,0.7060041331700084,0.013586241430191557,412138,328862,0.5561916329284751,0.5543087313607438,122755,0.5620706582633958,123967,0.5692824034626146,123535,0.5462365055856203,123182,0.5785215942593218,123793,0.5502429824709523,123768
7420,control,0.560869123247462,0.11968768864171396,0.3877089652293689,0.6983448567467502,0.01297838644714873,412692,329308,0.556188679245283,0.5549301728360074,122915,0.5658896345913776,124149,0.5640794249357329,123683,0.5421483749853144,123327,0.5757529161401326,123952,0.5624142159962074,123974
7430,control,0.5656861988748398,0.12174861898282367,0.39113539038469225,0.7050462416366555,0.013503553135460493,413302,329698,0.5562611036339166,0.5589408395731654,123077,0.5690830843853247,124319,0.5760139249513058,123856,0.5379602967993828,123469,0.5818919136884011,124131,0.5702271338514585,124148
7440,control,0.5659258510879936,0.12528890373143828,0.38564661662146454,0.7135670845963056,0.014124809022182527,413882,330118,0.5562930107526882,0.5554435572212845,123230,0.5620299980337559,124470,0.5799741703802325,124019,0.5390452428413829,123644,0.5814937566624034,124300,0.5775683813889034,124337
7450,control,0.5674800820667512,0.12507001648722593,0.3868234869859572,0.717151155113977,0.013899573673027363,414471,330529,0.5563369127516778,0.5571350206335248,123385,0.5607697416638789,124634,0.576553055103772,124178,0.5448168186679159,123812,0.5826015593814944,124476,0.5830042969499206,124515
7460,control,0.5659385623229883,0.12644579973849704,0.3821697866208769,0.7193072138333578,0.014262636020773024,415032,330968,0.556343163538874,0.5589564438965414,123559,0.5631347065890037,124795,0.5724416818270295,124352,0.5438651659850057,123975,0.5805232207253177,124646,0.5767101549150316,124673
7470,control,0.562006067322455,0.1254009872284901,0.3824702792393814,0.7129243371369638,0.01423928751568845,415562,331438,0.5563078982597055,0.556110434767635,123719,0.5571349310739897,124957,0.5676093609252123,124504,0.5362553215855168,124154,0.5799147184560748,124825,0.575011637126301,124841
7480,control,0.5611155213846226,0.12077642673748556,0.3898939369943279,0.709404894698595,0.013345560955051818,416106,331894,0.5562914438502674,0.562610385031724,123899,0.5495143335227439,125114,0.5640950535957201,124655,0.5411943745954317,124340,0.5792002808487582,124990,0.5700787007133583,125002
7490,control,0.5612531496862355,0.12196220824340415,0.3898940216231388,0.7069100537255554,0.013513492639776066,416670,332330,0.55630173564753,0.5605980982746067,124073,0.5593133991955042,125266,0.5701941227951302,124833,0.5364681289044227,124514,0.5790584932084364,125146,0.561886655739313,125168
7500,control,0.5625206088401756,0.12446445599566705,0.38500609242908046,0.7154591926993102,0.013916946739221194,417246,332754,0.556328,0.5572306358797712,124239,0.5632578069813903,125440,0.5727798528145438,125011,0.5504694425551107,124696,0.5688079644600659,125299,0.5625779503501728,125315
7510,control,0.5599259458933741,0.12497170459951668,0.37974552949535906,0.709068612237272,0.013943820570714461,417785,333215,0.5563049267643142,0.5525143782733722,124378,0.5500831696808105,125581,0.5764238101407144,125204,0.5530353576276894,124884,0.5668238812106525,125471,0.5606750784270053,125482
7520,control,0.5579145823750542,0.1242909651980736,0.375768208991576,0.7079173181059594,0.013944702520153687,418318,333682,0.5562739361702128,0.5577804655608425,124570,0.5433912579659076,125739,0.5752586236323233,125369,0.5492128559771996,125052,0.5627213360901786,125633,0.559122955023874,125637
7530,control,0.5563571206039555,0.12370915976027204,0.37682055714211016,0.7047915357021541,0.013842087041347229,418850,334150,0.5562416998671978,0.5593275262558086,124743,0.542961182650801,125906,0.5723301977909431,125531,0.5426802176205322,125206,0.5580834532700174,125790,0.5627601460356308,125824
7540,control,0.555892834182101,0.12284005444006094,0.3838789028099295,0.705714741735258,0.013407544458048638,419393,334607,0.5562241379310345,0.552452729284184,124881,0.545182349346097,126085,0.5681663326622827,125691,0.5448096977520579,125391,0.5601034051138,125969,0.5646424909341843,125983
7550,control,0.5574737896972395,0.1242309216366356,0.3841795390053321,0.711694920284288,0.013672116522092008,419961,335039,0.5562397350993378,0.5485310921722594,125033,0.5546975465613831,126259,0.5679642710496068,125844,0.5412734092704128,125555,0.5626421103247748,126162,0.569734308805,126147
7560,control,0.5574018486640139,0.12178841770206955,0.38982267068147824,0.7057098512039982,0.013268317207292173,420504,335496,0.5562222222222222,0.5556740047074448,125200,0.5487906638550917,126425,0.5753439967194982,126021,0.5331205898169892,125715,0.5594807949267676,126333,0.5720010419582915,126306
7570,control,0.559448700092838,0.11904242099888085,0.39184690872753136,0.7029192444177458,0.012678753010395472,421070,335930,0.5562351387054161,0.5629820884206468,125384,0.5544631596467308,126593,0.5714457096853092,126170,0.5354577438471022,125872,0.5603835339141446,126511,0.5719599650430933,126470
7580,control,0.5617206656219923,0.12144122101442999,0.39547336588878573,0.7119745842721662,0.013052776782229722,421655,336345,0.5562730870712401,0.5662922736536768,125543,0.5576374921524585,126750,0.5762636020665848,126360,0.5409150436161546,126042,0.5599167321254641,126672,0.569298850117615,126633
7590,control,0.5599161679388259,0.1214763487527888,0.39153303800663763,0.7094020013852125,0.01316716761135754,422192,336808,0.5562476943346508,0.5675915082671367,125711,0.5632418689883072,126933,0.5724456660764187,126525,0.5402428766125081,126221,0.5597377733393674,126840,0.556237314349217,126770
7600,control,0.5629777516895914,0.11793805681210982,0.3969119474861984,0.7081754287981222,0.012559636641901966,422769,337231,0.556275,0.5752439633404247,125898,0.5699324156953842,127099,0.570347147910611,126682,0.537071720416182,126366,0.5621597619190362,127010,0.5631115008559107,126945
7610,control,0.5650832255865974,0.11543416544041399,0.40024017120556776,0.7065257416394891,0.011930631386001912,423344,337656,0.556299605781866,0.5793441155646952,126063,0.5679989684045063,127263,0.5676386284222035,126845,0.5324866299738303,126523,0.5708418076252414,127197,0.5721892035291077,127109
7620,control,0.5650389901062038,0.11811679940842572,0.3980128129536673,0.7128212532738034,0.012493315524216559,423914,338086,0.5563175853018373,0.572705835797155,126216,0.5680980018812083,127430,0.5680260992984728,127009,0.5420234178997024,126714,0.5665024354350797,127362,0.5728781503256049,127269
7630,control,0.5661945297712642,0.11742019095902272,0.40009824183043136,0.7064677202466695,0.01221166669216068,424485,338515,0.5563368283093054,0.5737892140082966,126373,0.5686561287975335,127609,0.5720318429883744,127171,0.5465021966893214,126888,0.5730445683615631,127540,0.5631432277824968,127419
7640,control,0.5667974161770182,0.11716972964492041,0.4005510897882122,0.710399765729756,0.012234706388087806,425053,338947,0.5563520942408376,0.5720929527774692,126531,0.5657928025295896,127774,0.5793010372701154,127352,0.5508450885066725,127052,0.5729752480786341,127727,0.5597773678996277,127564
7650,control,0.5635984129926603,0.11849477992739064,0.39360948608235025,0.7064707244974009,0.012531721116509712,425587,339413,0.5563228758169935,0.5647980159782399,126690,0.5670503736463447,127948,0.5750256655145208,127515,0.5437084332128768,127221,0.5691252185444458,127893,0.5618827710595339,127733
7660,control,0.5637626122681346,0.11919164575956906,0.39602558066399746,0.7083783547680703,0.012690232460699566,426151,339849,0.5563328981723238,0.5650225209558272,126854,0.564600408626044,128134,0.5832330903872759,127681,0.5483218642376613,127386,0.5654558101555434,128050,0.5559419792464567,127895
7670,control,0.5636929212624139,0.12216578038544666,0.3918503331070384,0.7148087187961838,0.013223881408389915,426720,340280,0.5563494132985658,0.564630152405259,127020,0.5636911023887005,128291,0.5715668595388349,127852,0.5565395010048575,127560,0.5710613260532466,128222,0.5546685861835854,128055
7680,control,0.5619081266619497,0.12589359840353875,0.38328105055741474,0.7126799151218058,0.014107037207410333,427273,340727,0.5563450520833333,0.5602047158891995,127183,0.566240010737032,128471,0.5699054717429671,128011,0.5528520960847808,127731,0.5722096788672003,128393,0.5500367866505183,128211
7690,control,0.5615684930272096,0.12347072923801507,0.3878525009366129,0.7137686625130685,0.013665822798242178,427829,341171,0.5563446033810143,0.5556804862565055,127346,0.5683877879167532,128637,0.5728772223713697,128192,0.5502482998899825,127883,0.5715202429026619,128554,0.5506969188259854,128388
7700,control,0.5653782976624325,0.12231042513468941,0.39432539165285474,0.715896128867152,0.013393972252661243,428428,341572,0.5564,0.5622542038441051,127525,0.5629053947956041,128781,0.5866798008214765,128377,0.5502438438170515,128048,0.5791472869876599,128732,0.5510392557086979,128537
7710,control,0.5644462640556713,0.12009105340299638,0.3986120128329535,0.7119868760977178,0.012790125684975912,428979,342021,0.5563929961089494,0.5601033943953299,127694,0.5615456239705885,128954,0.577526913764931,128538,0.5467877618279864,128210,0.5853913602117422,128902,0.5553225301634505,128702
7720,control,0.5679685092216114,0.11980952433361128,0.4060480116397851,0.7141839597986867,0.01257769193608809,429581,342419,0.5564520725388601,0.5618734692326317,127849,0.5662847218703247,129132,0.5806597024730842,128717,0.5479403038097235,128360,0.5871991908248736,129070,0.5638536671190305,128872
7730,control,0.5672794209805242,0.12128695048138545,0.40206940570611804,0.7194768105506825,0.013109472330884471,430152,342848,0.5564708926261319,0.5610901155316569,128012,0.5610745986696594,129296,0.5714378380063512,128863,0.5514318502840999,128538,0.5848339450746657,129228,0.5738081783167123,129063
7740,control,0.5644370568791566,0.1205533678308774,0.40034713582287684,0.7097839156937132,0.012960245545734085,430692,343308,0.5564496124031008,0.5607739659846882,128176,0.5620694661256305,129465,0.5721233763461737,129037,0.5502508706141065,128716,0.5690224202352387,129386,0.5723822419691015,129220
7750,control,0.5651138775887654,0.12215399713202757,0.39469431391590576,0.710219594847473,0.013155117932040626,431266,343734,0.5564722580645162,0.5668390699645341,128345,0.5556458640933567,129619,0.5798179744175519,129212,0.5557049904638566,128896,0.565430628341698,129542,0.5672447382515949,129386
7760,control,0.5650142970956044,0.12423081715648322,0.38929209528894515,0.7125316057717823,0.013683641662175386,431837,344163,0.5564909793814433,0.564885558344768,128519,0.5504776059434628,129767,0.5812227138097843,129389,0.5548794037746788,129063,0.5684962039956263,129720,0.5701242967053056,129542
7770,control,0.564188550228251,0.12218213241802006,0.38509964544665093,0.7051892848684195,0.01337372262613048,432390,344610,0.5564864864864865,0.5652635414507975,128686,0.5465274712755821,129942,0.5809456454613483,129553,0.5554392643521395,129237,0.5643650335363928,129881,0.5725903452932469,129701
7780,control,0.5642285584817687,0.12030979534248318,0.38888267565459417,0.7021465726893251,0.012804441647150692,432947,345053,0.556487146529563,0.5591750336980157,128853,0.5508935704281824,130100,0.5777792714572852,129721,0.5608819801700844,129406,0.5678344822241055,130059,0.5688070129129396,129861
7790,control,0.5657692745358373,0.12025058256893793,0.38667928385031963,0.7093498800967301,0.013137266851728651,433527,345473,0.5565173299101412,0.5644065140966597,129016,0.553825050099973,130244,0.572566790831305,129884,0.565411309419267,129588,0.5709092856340586,130233,0.5674966971337598,130035
7800,control,0.568114115064317,0.12211395995233809,0.388915400654676,0.712990134824803,0.013499126969725647,434120,345880,0.5565641025641026,0.5801125408714767,129212,0.5494839912915928,130393,0.5722018078768998,130040,0.5722160074690252,129767,0.5711513410428924,130396,0.5635190018340149,130192
7810,control,0.5676951093276006,0.12261887155180583,0.3914951088580466,0.7162842090219457,0.013514657723191053,434692,346308,0.5565838668373879,0.5832679648200597,129384,0.5470705398254189,130531,0.5765731228246844,130215,0.5617901930102835,129928,0.5812913986781401,130580,0.5561774368070174,130362
7820,control,0.565308688371285,0.11826564016440384,0.3974341793419931,0.7081432445611705,0.012456384433564864,435228,346772,0.5565575447570332,0.5819247111925566,129555,0.552439484309199,130714,0.5643496521568869,130373,0.5561457523030526,130095,0.5826729115261251,130748,0.5543196187398898,130515
7830,control,0.5659625691582253,0.11809077374066419,0.40082710243331887,0.7050175627995755,0.012315599640342512,435795,347205,0.5565708812260537,0.5813375435798732,129724,0.5621048469355777,130895,0.5599790301470927,130513,0.5564511134283147,130264,0.5761387211672254,130908,0.5597641596912684,130696
7840,control,0.565823208019325,0.1166789314838361,0.4034057596301645,0.7040080700585121,0.012045937717526534,436357,347643,0.556577806122449,0.5773471242444963,129884,0.569683941385719,131061,0.5624930823123121,130700,0.555857304863395,130419,0.5656303445590877,131069,0.563927450750939,130867
7850,control,0.5666884291956064,0.1212915230735359,0.3978312545766344,0.7111858741159108,0.01307865558479333,436943,348057,0.5566152866242038,0.5661916796833922,130036,0.5750375363120649,131235,0.560285167565228,130856,0.5501555994981389,130572,0.5785149780170705,131256,0.5699456140977437,131045
7860,control,0.5652271905760945,0.12211765399752701,0.3947548711701159,0.7115705307014706,0.013435346028910982,437502,348498,0.5566183206106871,0.5651569493366011,130198,0.5776019458186843,131408,0.5544602817270503,131009,0.553784108472755,130742,0.5779700740590432,131425,0.562389784042433,131218
7870,control,0.5643550450995558,0.11840101975968877,0.3969507791837308,0.7017654906146175,0.012572069222601652,438053,348947,0.5566111817026683,0.5723114774649383,130377,0.5711010328401315,131578,0.5554498797018789,131175,0.5503844914059519,130899,0.581046080846805,131606,0.5558373083376297,131365
7880,control,0.5636190461235542,0.11758650362278021,0.394537485529617,0.7008511042690376,0.012611465549426572,438604,349396,0.5566040609137056,0.5716807355990248,130547,0.56488467347425,131742,0.5464215370425282,131330,0.5583106591921064,131073,0.5820412496064771,131781,0.5583754218269387,131527
7890,control,0.5646859412919256,0.11970721130385806,0.39294387188839486,0.7059585021890051,0.012885891060832029,439181,349819,0.5566299112801014,0.5758196048949087,130715,0.5646253783281864,131895,0.5428514212996663,131500,0.5632820939842137,131248,0.5820855851992361,131950,0.5594515640453421,131692
7900,control,0.5644968158998017,0.12309892350691166,0.3887289385872252,0.709215178914731,0.013628467569427354,439749,350251,0.5566443037974683,0.5669105295695186,130854,0.5651831258048969,132073,0.5462669304679677,131676,0.5627039011694188,131408,0.5917585384333376,132137,0.5541578699536699,131852
7910,control,0.5628715008763212,0.12194268882127138,0.3857452122626755,0.7100969869686173,0.013441315639961404,440296,350704,0.5566321112515803,0.5613275802075478,131003,0.560213015797935,132234,0.5396879550678398,131824,0.5656640486900684,131590,0.5961341957009025,132319,0.5542022097936331,132030
7920,control,0.5621654971489852,0.12400415484579094,0.38406824408436935,0.7103276092527395,0.013725407346900696,440855,351145,0.556635101010101,0.5665510741686706,131179,0.5552125956865206,132394,0.5475812191815077,131995,0.5580764853141775,131745,0.5988845226672486,132512,0.5466870858757865,132175
7930,control,0.5619758753884966,0.12180351324661323,0.3877713784347878,0.7106127850500927,0.013333150686538668,441411,351589,0.5566343001261034,0.5607295351418834,131315,0.5611337515136838,132550,0.5462642824311679,132168,0.5516346446697912,131926,0.5903984903373752,132683,0.5616945482370774,132358
7940,control,0.5644984276877771,0.12002578058764424,0.39305519889990537,0.7111775579877799,0.012934319879645169,441989,352011,0.5566612090680101,0.5605147427870367,131468,0.5627550797750488,132713,0.5472599843468476,132323,0.5608821210544669,132102,0.5907696029227312,132859,0.5648090352405316,132535
7950,control,0.5680152494386064,0.12118398445403615,0.39458125474113587,0.71554933571528,0.013272185266771123,442594,352406,0.5567220125786163,0.5639938851698456,131630,0.570449377659466,132881,0.5636964794290793,132505,0.562450144380263,132275,0.5848902519746109,133024,0.5626113580183739,132685
7960,control,0.5661886820415263,0.12212550987244265,0.38921569585292565,0.7116031307202999,0.01343661223888163,443144,352856,0.556713567839196,0.5711151490598101,131802,0.5685996297382226,133047,0.5565675199793998,132660,0.5617255230024615,132444,0.5832599935110958,133205,0.5558642769581688,132842
7970,control,0.5686808548501874,0.12249743411618902,0.3909781115020231,0.7118354142709875,0.013509377732521281,443740,353260,0.556762860727729,0.567490793569501,131942,0.5738576088853802,133214,0.5598175111432614,132827,0.5673046444137624,132626,0.5848238654109617,133389,0.558790705678257,133002
7980,control,0.5683538628721763,0.12143401421182184,0.38558963323467443,0.7063165527896771,0.013300302861794708,444305,353695,0.5567731829573935,0.5624710165188876,132099,0.57476380100797,133379,0.5637886473463372,133007,0.570695201467537,132794,0.5850711557605631,133554,0.5533333551317624,133167
7990,control,0.5680171203325404,0.12508999162994325,0.3835509255700372,0.7113992699659205,0.01417194328992895,444880,354120,0.5567959949937422,0.5606833154562628,132249,0.575394217107203,133554,0.5692417548158129,133184,0.566089061043654,132965,0.5832451326395234,133708,0.5534492409327857,133340
8000,control,0.5650280209000277,0.1250841153588613,0.3824671034185831,0.7082139140502777,0.014005299166953276,445423,354577,0.55677875,0.5665214023760221,132418,0.5717079116061741,133727,0.5597775707387784,133351,0.5566388695710675,133126,0.57858470290452,133862,0.5569376682036045,133516
8010,control,0.5645347045027609,0.12403660812079374,0.37991973810901397,0.7079517095743806,0.013766812775632077,445984,355016,0.5567840199750312,0.5689311948025444,132600,0.5764731290868561,133893,0.5526130774098977,133507,0.5487911746409269,133274,0.572994652368033,134026,0.5674049987083065,133700
8020,control,0.562318423025448,0.12462628835312806,0.3844479685104495,0.7083244739986683,0.0137628412464687,446530,355470,0.5567705735660848,0.5628927056964569,132760,0.5671319159879967,134049,0.5568446323202848,133677,0.5458451196900922,133441,0.5773209323527705,134197,0.5638752321050869,133876
8030,control,0.5632555870078602,0.1268212620996048,0.3799771176862468,0.715243455660136,0.014259349993041133,447108,355892,0.5567970112079701,0.5546612536498016,132906,0.5721981321316679,134217,0.5622116717230949,133862,0.5454693264152275,133599,0.5753920283498581,134365,0.5696011097775115,134051
8040,control,0.5623465048558778,0.12386902194372924,0.3825194735155273,0.7052835802230588,0.01351794001609195,447653,356347,0.5567823383084577,0.5544611849003649,133071,0.5698348077780753,134370,0.5637798508775715,134036,0.5513181258095785,133772,0.5729706217885664,134542,0.5617144379811101,134209
8050,control,0.5614218232485938,0.12639018255092557,0.3757392199026539,0.7073416225375618,0.014157647531850304,448211,356789,0.556783850931677,0.5591312589975328,133251,0.5651189537456086,134517,0.5722524977840602,134213,0.5427637891857487,133923,0.5710845270582467,134720,0.5581799127203663,134376
8060,control,0.559898027254905,0.12652688939626805,0.37795890080758715,0.706028754784344,0.014075686583713016,448758,357242,0.5567717121588089,0.5521664011442596,133406,0.5672197140744163,134700,0.5651434769438738,134358,0.5451968463679244,134105,0.575097028299814,134897,0.5545646966991422,134534
8070,control,0.560424540123623,0.12419249487868202,0.3815954105285611,0.7093028289896608,0.01343142272164018,449313,357687,0.5567695167286245,0.5538954628632792,133577,0.5694728655948389,134875,0.5609551088619209,134519,0.5393815019898333,134252,0.5819512138317359,135090,0.55689108760013,134687
8080,control,0.5598020361246124,0.1276303985052959,0.37400554404904907,0.7161720264841737,0.014369255630343653,449877,358123,0.5567784653465346,0.562933361078167,133750,0.5663927902689848,135048,0.557814760469793,134676,0.5366885395441319,134413,0.5786065726476413,135259,0.5563761927389564,134854
8090,control,0.5618646755431156,0.1267227357140553,0.3760854955080151,0.7113896901291511,0.014132461077563815,450453,358547,0.5568022249690977,0.5677355985260583,133913,0.5647662564131991,135212,0.5562974396012437,134836,0.5388694304981508,134580,0.57942489826353,135430,0.5640944299565117,135029
8100,control,0.5578139874347534,0.12447391442219229,0.38022416368708006,0.707312033422995,0.013770109750735978,450972,359028,0.5567555555555556,0.560665499643475,134063,0.5646012380460331,135380,0.5489708398909529,135013,0.537539790781618,134748,0.5738107481997897,135588,0.5612958080466515,135208
8110,control,0.5589321048050506,0.12624773567218994,0.38068885860597024,0.7071631939850921,0.014111491123134628,451540,359460,0.5567694204685574,0.5581316961594722,134215,0.5600004439783932,135532,0.5538929210448638,135199,0.5478214875410102,134925,0.5746840768340702,135756,0.5590620032724942,135373
8120,control,0.5584820706367863,0.12284889181652046,0.38661041755637504,0.7064131125986485,0.013368473554623532,452084,359916,0.5567536945812808,0.561071149901743,134405,0.563302451085178,135684,0.5442842723843649,135348,0.5513156791889811,135111,0.5739945056296304,135919,0.5569243656308203,135533
8130,control,0.5588631601513175,0.12184455842004788,0.3878449059661884,0.7042049002455906,0.01305226553480402,452640,360360,0.5567527675276753,0.5680560503844394,134596,0.5584942553191886,135839,0.5445970221035314,135505,0.5509494689254292,135289,0.5720066724974043,136078,0.559075491677912,135693
8140,control,0.5591093717159165,0.12193018583293647,0.3839787573242848,0.7051981832894156,0.013183806193952374,453196,360804,0.5567518427518428,0.5630533738777419,134750,0.5671181202846738,136011,0.5473613993979738,135686,0.5523460349568626,135456,0.5620850164314446,136232,0.5626922853468027,135865
8150,control,0.5593474916176272,0.12158930059184828,0.3859377437250307,0.705164402525521,0.013051729643620676,453753,361247,0.5567521472392638,0.5642911375572699,134922,0.562626883156616,136178,0.5488272668818882,135841,0.5520568990950072,135609,0.5743228827521917,136421,0.5539598802627901,136029
8160,control,0.5591851174464805,0.12040067280621983,0.3945750567928005,0.7045551802459533,0.012900529232243003,454305,361695,0.5567463235294118,0.5716570361705684,135120,0.5525481089148845,136323,0.5508182650441307,135998,0.5569629745189637,135773,0.5749826724103498,136588,0.5481416476199862,136198
8170,control,0.5612930964176477,0.11921665500154362,0.3950764651938595,0.7024688779005133,0.012686107115064014,454875,362125,0.5567625458996328,0.5609863878292919,135262,0.5582381238911139,136511,0.5544731450382842,136161,0.5587304244811557,135952,0.5753194579730883,136750,0.5600110392929523,136364
8180,control,0.5618641173148297,0.1173001134688636,0.39612879049784083,0.6966096527204598,0.01221181592175117,455430,362570,0.556760391198044,0.5574858394498508,135412,0.5702904368684549,136684,0.552305313780645,136315,0.5560350208890954,136117,0.5674987293634972,136917,0.567569363537435,136555
8190,control,0.5632035399641143,0.1217704943268326,0.38716854898003006,0.7012947729295728,0.013203878724408142,456008,362992,0.5567863247863248,0.5602013744341009,135588,0.5689516646838046,136848,0.553696655005504,136473,0.5586908902529306,136286,0.57077195438895,137105,0.5669087010193956,136700
8200,control,0.5643251454824633,0.12247449058525949,0.38781834478873156,0.7110962494212818,0.013367648158500443,456583,363417,0.5568085365853659,0.5665856812871531,135749,0.5703453340585195,137023,0.5544762519479086,136654,0.5618586353619801,136450,0.5715350447348357,137278,0.5611499255043829,136846
8210,control,0.5652386879912026,0.12367362862688418,0.38370074677411325,0.7107713503769962,0.01353386322530757,457157,363843,0.5568294762484775,0.5613622096017191,135913,0.5670998020535278,137184,0.5624840098453654,136828,0.5637962589224174,136622,0.5764416926098243,137443,0.5602481549143614,137010
8220,control,0.5635125386857915,0.1224573958372609,0.3866261095531411,0.7120269554082465,0.013259422796640476,457704,364296,0.5568175182481752,0.5688739731372787,136084,0.5692569333672509,137364,0.556722981871831,136983,0.560588182160059,136786,0.5715818365860468,137610,0.5540513249922837,137173
8230,control,0.5633434790434543,0.11901107729484087,0.3921364055865589,0.7061599839399748,0.012513158063140432,458256,364744,0.5568116646415553,0.5664989973171181,136256,0.5682991303204882,137525,0.5596780207429904,137152,0.5590596142727655,136955,0.576411076067385,137792,0.5501140355399794,137320
8240,control,0.5612795381574,0.11862866414352673,0.39088692722345364,0.7034485596124438,0.012505627306460002,458793,365207,0.5567876213592233,0.5691954155013652,136426,0.5617864279674705,137676,0.5550624791484777,137303,0.5591099673262448,137141,0.5788162292170873,137963,0.5437067097837541,137491
8250,control,0.5622890405013458,0.11813195233730577,0.3962567864440094,0.7009941530675223,0.012444551223234618,459357,365643,0.5567963636363636,0.565329307299585,136592,0.5683685984045787,137842,0.5631474084470852,137456,0.5605352245092616,137324,0.5741139375576231,138130,0.5422397667899412,137656
8260,control,0.5646829701444023,0.11648825415411079,0.4006234095829454,0.706677669164507,0.012278218520257402,459939,366061,0.5568268765133172,0.5595617920276236,136748,0.5750080827029729,138015,0.5674990256765953,137623,0.5567556541285326,137475,0.5791486697671572,138311,0.5501245965635331,137828
8270,control,0.5614689650290711,0.11585858817185728,0.4004099126811685,0.7064457649433694,0.012304418702518362,460469,366531,0.5567944377267231,0.5633717985401695,136919,0.5683980407334827,138173,0.5628717369840739,137792,0.55092367230973,137642,0.5717810493664901,138470,0.5514674922404802,138004
